playerID,yearID,lgID,POS,G,GS,InnOuts,PO,A,E,DP,awardID,set
lintz01,2020,AL,C,1,0,2,0,0,0,0,false,train
petityu01,2015,NL,P,42,1,228,5,9,0,0,false,train
gregelu01,2017,AL,P,65,0,183,5,12,0,1,false,train
youngja03,2023,NL,OF,32,32,849,81,2,1,1,false,test
garcile02,2018,AL,OF,68,55,1492,117,5,4,2,false,train
swihabl01,2018,AL,OF,21,11,376,20,0,0,0,false,train
moorema02,2016,AL,P,21,21,390,7,15,1,2,false,train
hendrli01,2014,AL,P,9,6,98,3,0,0,0,false,train
goforda01,2017,NL,P,1,0,3,0,0,0,0,false,train
storytr01,2023,AL,2B,1,0,0,0,0,0,0,false,test
perezsa02,2023,AL,C,91,90,2215,655,25,1,2,false,test
jimenub01,2015,AL,P,32,32,552,7,15,1,1,false,train
feldmsc01,2013,NL,P,15,15,273,6,20,3,1,false,train
marshev01,2015,NL,P,13,0,40,1,1,0,0,false,train
linceti01,2014,NL,P,33,26,467,11,12,1,1,false,train
cruzon01,2022,NL,OF,1,0,3,0,0,0,0,false,train
perezhe02,2023,AL,P,1,0,1,0,0,0,0,false,test
pindech01,2021,AL,3B,6,4,103,3,12,1,0,false,train
peacoma01,2022,NL,P,2,0,8,0,1,0,0,false,train
northaa01,2021,NL,P,5,0,24,1,2,0,0,false,train
castilu02,2017,NL,P,15,15,268,8,18,0,0,false,train
barnhtu01,2022,AL,C,92,90,2334,653,29,3,3,false,train
drurybr01,2017,NL,3B,1,1,21,1,3,1,0,false,train
saltaja01,2016,AL,1B,11,6,192,53,3,2,4,false,train
diazda01,2017,AL,P,10,1,39,1,2,0,0,false,train
overtdi01,2017,NL,P,1,1,14,0,0,0,0,false,train
sogarer01,2021,NL,3B,10,3,108,1,10,1,0,false,train
reyesge01,2023,AL,P,8,0,29,0,1,0,0,false,test
wallabr01,2013,AL,1B,61,57,1463,452,40,4,53,false,train
barneto01,2017,AL,P,50,0,172,6,3,0,0,false,train
cabreas01,2019,NL,3B,5,1,57,0,1,0,0,false,train
almoral01,2020,NL,OF,28,6,278,30,0,0,0,false,train
buterdr01,2013,NL,1B,2,1,33,15,0,0,1,false,train
snidetr01,2014,NL,OF,96,70,1838,108,8,1,2,false,train
kerrra01,2022,NL,P,7,0,15,0,1,0,0,false,train
underdu01,2020,NL,P,17,0,62,3,1,0,1,false,train
romakja01,2015,NL,1B,1,0,9,3,0,1,0,false,train
frazito01,2020,NL,3B,14,12,315,9,29,1,3,false,train
canhama01,2020,AL,OF,37,37,952,84,1,1,0,false,train
kangju01,2019,NL,SS,15,10,245,16,24,2,4,false,train
poredaa01,2014,AL,P,26,0,64,0,1,0,0,false,train
perdolu02,2022,NL,P,14,0,71,2,3,1,0,false,train
stewadj01,2019,AL,OF,35,33,827,50,3,2,1,false,train
greensh02,2018,AL,P,66,0,190,4,3,1,0,false,train
roech01,2020,AL,P,10,0,28,0,0,0,0,false,train
crawfbr01,2016,NL,SS,155,148,3927,209,413,11,90,true,train
morrobr01,2014,AL,P,13,6,100,3,3,0,0,false,train
schoojo01,2023,AL,P,1,0,4,0,0,0,0,false,test
perazjo01,2017,NL,OF,2,2,48,3,0,0,0,false,train
buchaja01,2014,AL,P,17,2,106,2,6,1,1,false,train
minayju01,2022,AL,P,6,0,29,1,0,0,0,false,train
webbty01,2021,NL,P,22,0,49,1,0,0,0,false,train
mengdda01,2019,AL,P,13,9,179,2,4,0,0,false,train
cordeji01,2018,NL,P,22,0,57,1,1,1,0,false,train
linceti01,2013,NL,P,32,32,593,11,17,4,0,false,train
pireljo01,2019,NL,OF,6,4,110,5,0,0,0,false,train
burgeja01,2022,AL,2B,3,0,15,1,1,0,1,false,train
murphdo01,2014,AL,3B,5,1,48,3,2,0,0,false,train
davista01,2017,NL,3B,2,1,42,0,2,0,0,false,train
pireljo01,2016,NL,2B,12,9,233,10,16,1,4,false,train
kleinph01,2016,NL,P,4,2,32,2,1,0,1,false,train
vogtst01,2019,NL,1B,1,0,12,5,0,0,0,false,train
dietrde01,2016,NL,1B,16,12,270,79,4,0,12,false,train
willilu01,2023,NL,OF,1,0,3,0,0,0,0,false,test
swansda01,2023,NL,SS,147,147,3838,187,382,11,72,true,test
perkigl01,2016,AL,P,2,0,6,0,0,0,0,false,train
wrighda03,2014,NL,3B,133,133,3570,83,231,15,21,false,train
murphda08,2016,NL,1B,21,17,455,134,16,1,14,false,train
telisto01,2015,NL,C,7,3,93,28,1,0,0,false,train
myerswi01,2014,AL,1B,2,0,12,1,0,0,0,false,train
stroppe01,2019,NL,P,50,0,125,4,1,1,0,false,train
adonjo01,2021,NL,P,1,1,16,0,0,0,0,false,train
rondojo01,2016,NL,P,2,0,11,1,0,0,1,false,train
smylydr01,2022,NL,P,22,22,319,2,9,0,0,false,train
blachty01,2023,NL,P,20,13,234,5,8,0,2,false,test
descada01,2018,NL,1B,11,5,170,63,2,2,9,false,train
tapiado01,2021,AL,P,34,0,101,0,2,0,0,false,train
hoernni01,2021,NL,OF,5,1,49,3,0,0,0,false,train
bushda01,2013,AL,P,1,0,9,0,0,0,0,false,train
carpema01,2014,NL,3B,156,155,4113,90,288,16,23,false,train
baumami01,2022,AL,P,13,4,103,2,4,1,1,false,train
rosalad01,2017,AL,2B,8,7,177,12,14,1,5,false,train
perazos02,2023,AL,SS,6,6,138,10,11,0,1,false,test
lopesch01,2022,AL,2B,2,1,33,0,4,0,2,false,train
locasti01,2022,AL,OF,26,10,321,22,1,0,0,false,train
frypa01,2020,AL,P,22,0,66,2,1,0,0,false,train
heywaja01,2017,NL,OF,124,116,3025,230,6,2,5,false,train
housetj01,2017,AL,P,2,0,6,0,0,0,0,false,train
fermijo01,2023,NL,2B,10,8,223,13,28,1,2,false,test
oflaher01,2016,NL,P,39,0,86,0,2,1,0,false,train
valaipa01,2018,NL,1B,15,11,273,63,9,1,12,false,train
eschja01,2017,NL,P,1,0,0,0,0,0,0,false,train
goinsry01,2015,AL,2B,66,62,1611,117,165,3,42,false,train
kiescro01,2014,NL,OF,8,7,193,11,0,1,0,false,train
romeren01,2018,NL,P,4,0,18,0,0,0,0,false,train
valaich01,2014,NL,3B,8,6,177,8,16,0,2,false,train
lopesch01,2022,AL,OF,2,1,27,1,0,0,0,false,train
rominan01,2017,AL,1B,22,4,195,56,4,0,3,false,train
mcgowky01,2020,NL,P,9,0,33,0,0,0,0,false,train
assadja01,2023,NL,P,32,10,328,8,14,1,1,false,test
trejoal01,2023,NL,P,2,0,6,0,0,0,0,false,test
kingesc01,2022,NL,2B,1,0,3,0,0,0,0,false,train
murphpa02,2022,NL,P,6,0,17,0,2,0,0,false,train
hergeji01,2019,NL,P,5,0,19,1,0,0,0,false,train
marshbr01,2013,AL,P,3,0,36,1,1,0,1,false,train
haltose01,2013,NL,3B,1,0,3,0,0,0,0,false,train
mauerjo01,2018,AL,C,1,0,0,0,0,0,0,false,train
sanchal04,2021,NL,C,2,1,27,7,0,0,0,false,train
reynoma03,2023,NL,1B,1,0,9,1,1,1,0,false,test
berrijo01,2022,AL,P,32,32,516,6,16,1,1,false,train
holtbr01,2015,AL,OF,35,30,761,67,1,0,0,false,train
narvaom01,2021,NL,C,111,100,2659,1005,52,6,2,false,train
beninan01,2021,AL,OF,129,129,3348,225,6,3,1,false,train
peterdi01,2018,NL,P,7,5,83,3,2,0,0,false,train
pattejo03,2016,NL,OF,6,1,48,4,0,0,0,false,train
reyespa01,2023,AL,1B,2,0,5,0,0,0,0,false,test
beltrca01,2017,AL,OF,14,12,276,11,0,0,0,false,train
lewisro02,2022,AL,OF,1,1,9,3,0,0,0,false,train
castrro01,2023,NL,SS,31,26,702,39,51,7,13,false,test
minteaj01,2018,NL,P,65,0,184,0,3,0,1,false,train
yelicch01,2015,NL,OF,124,122,3208,256,6,2,1,false,train
vanslsc01,2017,NL,1B,9,5,124,29,5,1,7,false,train
tayloch03,2019,NL,SS,39,30,843,37,65,9,12,false,train
kirkmmi01,2013,AL,P,25,0,66,0,0,0,0,false,train
wilsoju10,2016,AL,P,66,0,176,1,4,0,0,false,train
turneju01,2023,AL,1B,41,35,868,240,25,3,28,false,test
croneja01,2021,NL,P,1,0,2,0,0,0,0,false,train
melviti01,2017,NL,P,2,0,7,0,0,0,0,false,train
blachty01,2017,NL,P,34,24,491,21,21,2,2,false,train
grimmju01,2022,AL,P,15,0,46,1,3,0,0,false,train
burnsan01,2021,NL,2B,3,2,39,0,1,0,0,false,train
wrighst01,2019,AL,P,6,0,19,0,1,0,0,false,train
richacl01,2017,NL,P,32,32,592,7,36,0,3,false,train
duffyma01,2018,AL,SS,1,0,1,0,0,0,0,false,train
kurodhi01,2014,AL,P,32,32,597,18,16,1,0,false,train
leonsa01,2021,NL,P,6,0,18,0,1,0,0,false,train
smithpa04,2020,NL,OF,5,4,102,5,0,0,0,false,train
bellhe01,2014,AL,P,13,0,52,1,2,0,0,false,train
longoev01,2020,NL,3B,52,50,1280,41,84,2,9,false,train
chaveen01,2014,AL,OF,60,49,1357,79,1,0,0,false,train
pocheco01,2022,AL,P,65,0,176,0,2,0,0,false,train
kawasmu01,2014,AL,2B,64,49,1334,78,139,5,28,false,train
naylojo01,2021,AL,1B,15,11,292,78,11,2,6,false,train
reyesjo01,2016,NL,SS,13,10,300,9,26,0,5,false,train
lindbjo01,2020,NL,P,12,10,136,2,1,0,0,false,train
riverya01,2020,AL,2B,1,1,21,3,3,0,2,false,train
hicksaa01,2016,AL,OF,119,92,2537,186,3,1,1,false,train
swansda01,2021,NL,SS,159,158,4116,185,376,10,64,false,train
andinro01,2013,AL,SS,18,11,328,12,29,2,8,false,train
familje01,2018,AL,P,30,0,94,1,2,0,0,false,train
rileyau01,2019,NL,OF,60,60,1466,89,3,4,1,false,train
evansph01,2021,NL,1B,20,14,406,107,15,2,18,false,train
sardilu01,2016,NL,2B,1,1,27,5,4,0,2,false,train
cuddymi01,2014,NL,1B,14,11,276,92,7,1,6,false,train
proctfo01,2022,NL,C,1,0,3,1,0,0,0,false,train
sardilu01,2016,AL,3B,3,3,78,0,7,0,0,false,train
rzepcma01,2016,NL,P,14,0,35,0,1,1,0,false,train
willilu01,2022,NL,3B,31,11,383,8,24,0,2,false,train
maybejo02,2014,AL,OF,5,2,54,2,0,0,0,false,train
phelpda01,2019,NL,P,24,0,51,0,1,0,0,false,train
morgaad01,2020,NL,P,17,0,39,0,0,1,0,false,train
hernaen02,2023,NL,SS,10,8,201,13,17,0,4,false,test
johnsch05,2013,NL,3B,125,123,3060,62,210,14,14,false,train
mejiafr01,2021,AL,1B,2,1,34,10,1,0,1,false,train
tomlijo01,2014,AL,P,25,16,312,10,10,2,2,false,train
wilkest01,2019,AL,2B,12,7,169,10,19,1,4,false,train
weeksje01,2013,AL,OF,2,0,15,2,0,0,0,false,train
marshev01,2018,AL,P,10,0,21,0,0,0,0,false,train
perezhe01,2016,NL,SS,3,1,54,1,5,0,0,false,train
ashcrgr01,2023,NL,P,26,26,437,20,12,1,3,false,test
festama01,2022,AL,P,53,0,162,5,5,0,1,false,train
shawbr01,2022,AL,P,60,2,175,7,2,0,0,false,train
lodolni01,2023,NL,P,7,7,103,3,4,1,1,false,test
muzzisi01,2022,NL,OF,8,3,90,9,1,1,0,false,train
kratzer01,2016,NL,C,17,15,417,109,8,1,1,false,train
noelri01,2015,AL,OF,2,0,6,1,0,0,0,false,train
tuckepr01,2016,AL,OF,21,14,432,23,0,1,0,false,train
mckinza01,2023,AL,OF,62,35,1022,77,6,0,0,false,test
riverem01,2022,NL,3B,29,27,716,18,49,0,0,false,train
sogarer01,2013,AL,2B,113,98,2595,207,258,7,68,false,train
chiriyo01,2018,AL,P,18,7,269,3,6,0,1,false,train
beckhgo01,2019,AL,1B,4,1,36,11,0,0,0,false,train
winklda01,2017,NL,P,16,0,43,0,2,0,0,false,train
garcigr01,2016,NL,3B,31,11,381,6,22,1,4,false,train
orfna01,2020,AL,2B,2,0,24,0,2,0,1,false,train
akinke01,2023,AL,P,24,1,71,3,2,2,0,false,test
reynoma01,2018,NL,OF,2,0,1,0,0,0,0,false,train
yardler01,2019,NL,P,10,0,35,1,3,0,0,false,train
odayda01,2019,NL,P,8,0,16,0,0,0,0,false,train
blackvi01,2013,NL,P,18,0,51,1,2,1,1,false,train
ramosed02,2016,NL,P,42,0,120,2,3,0,0,false,train
nerishe01,2017,NL,P,74,0,224,3,9,1,0,false,train
zavalse01,2021,AL,C,33,31,803,296,12,1,0,false,train
reidfse01,2023,NL,P,8,0,23,0,0,0,0,false,test
tholejo01,2014,AL,C,53,41,1070,295,11,1,3,false,train
brossmi01,2022,NL,1B,3,2,45,13,0,0,1,false,train
robinsh01,2016,AL,OF,55,28,854,87,2,1,0,false,train
rodriwi02,2014,AL,P,2,0,6,0,1,0,0,false,train
villajo01,2018,AL,2B,36,36,915,51,88,2,17,false,train
hernaen02,2019,NL,3B,1,1,18,0,0,1,0,false,train
baderha01,2020,NL,OF,49,36,953,75,2,2,0,false,train
culbech01,2016,NL,3B,4,2,45,2,3,1,0,false,train
francty01,2020,AL,2B,10,10,249,13,21,1,6,false,train
merriwh01,2016,AL,2B,65,55,1508,92,156,4,39,false,train
brewech01,2013,NL,P,4,0,18,0,2,0,0,false,train
judgeaa01,2021,AL,OF,125,122,3210,246,10,3,2,false,train
hamelco01,2013,NL,P,33,33,660,9,29,1,0,false,train
uriasra01,2023,AL,2B,22,15,399,22,48,0,15,false,test
cishest01,2015,NL,P,59,0,166,4,7,2,0,false,train
peterja01,2023,AL,3B,77,63,1698,55,113,4,9,false,test
wachami01,2018,NL,P,15,15,253,2,8,1,0,false,train
barraky01,2021,AL,P,10,0,39,3,0,0,0,false,train
alberha01,2023,AL,1B,2,0,18,4,0,0,1,false,test
guerrta01,2019,NL,P,52,0,138,3,2,0,0,false,train
kikucyu01,2019,AL,P,32,32,485,10,12,1,1,false,train
brossmi01,2019,AL,2B,26,21,495,25,39,0,8,false,train
haltose01,2013,NL,OF,6,5,129,6,1,0,0,false,train
ruizri01,2020,AL,OF,1,0,3,0,0,0,0,false,train
stantmi03,2017,NL,OF,149,150,3937,320,9,4,1,false,train
deluzbe01,2022,NL,OF,18,4,195,19,0,0,0,false,train
vargami01,2022,NL,1B,8,3,122,35,3,0,2,false,train
lowrije01,2017,AL,2B,136,132,3483,199,344,5,98,false,train
aguilmi01,2021,NL,P,9,0,21,0,1,0,0,false,train
hudsoda01,2021,NL,P,54,0,155,1,6,0,0,false,train
turneja01,2016,AL,P,18,2,74,2,1,0,0,false,train
herredi01,2020,AL,OF,1,0,3,0,0,0,0,false,train
freemmi01,2017,AL,P,1,0,3,0,0,0,0,false,train
colonch01,2015,AL,SS,21,14,424,20,47,3,9,false,train
trumbma01,2014,NL,1B,43,43,1131,363,18,3,42,false,train
buehlwa01,2019,NL,P,30,30,547,11,17,0,1,false,train
wietema01,2017,NL,C,118,113,3011,1023,43,8,5,false,train
gilbrlu01,2022,NL,P,47,0,129,1,6,1,2,false,train
luplojo01,2017,NL,OF,23,20,543,40,1,1,0,false,train
lightpa01,2016,AL,P,17,0,50,2,5,0,1,false,train
flexech01,2022,AL,P,33,22,413,9,9,1,1,false,train
mossbr01,2015,NL,1B,32,24,647,188,16,0,18,false,train
villape01,2013,NL,P,2,1,17,0,0,0,0,false,train
romerri01,2013,AL,P,4,2,22,0,2,0,0,false,train
ramirer02,2018,AL,P,10,10,137,2,2,0,0,false,train
bakersc02,2013,NL,P,3,3,45,2,1,0,0,false,train
urenari01,2019,AL,OF,1,0,9,1,0,0,0,false,train
sulsebe01,2022,AL,P,6,0,38,2,0,0,0,false,train
gonzavi02,2020,NL,P,15,1,61,1,2,0,0,false,train
bettsmo01,2018,AL,2B,1,0,18,0,2,0,0,false,train
gushuta01,2021,NL,C,1,0,3,1,0,0,0,false,train
fulmeca01,2018,AL,P,9,8,97,0,3,0,0,false,train
smithjo05,2016,NL,P,16,0,43,0,3,0,0,false,train
melanma01,2017,NL,P,32,0,90,2,9,0,1,false,train
sanchga01,2013,NL,3B,1,0,12,0,0,0,0,false,train
garciar01,2018,NL,1B,10,10,264,80,3,1,9,false,train
croncj01,2017,AL,1B,98,92,2447,745,61,4,63,false,train
kellyty01,2016,NL,2B,2,0,12,0,0,0,0,false,train
chiriyo01,2023,AL,P,15,4,188,5,5,0,0,false,test
millebr02,2019,NL,OF,17,12,312,20,2,0,0,false,train
fariaja01,2017,AL,P,16,14,260,4,8,0,0,false,train
brookaa01,2014,AL,P,2,1,8,0,1,0,1,false,train
kellydo01,2013,AL,1B,4,0,33,17,0,0,2,false,train
cishest01,2022,NL,P,69,0,199,2,2,0,0,false,train
garcigr01,2019,NL,2B,74,57,1552,98,131,3,30,false,train
millean01,2020,NL,P,16,0,39,0,1,0,0,false,train
delayja01,2023,NL,C,68,53,1452,447,13,5,1,false,test
hearnta01,2023,NL,P,1,0,1,0,0,0,0,false,test
schoojo01,2018,NL,2B,31,18,568,38,61,7,17,false,train
rodriel02,2023,AL,P,1,0,10,0,0,0,0,false,test
wolteto01,2021,NL,2B,2,0,4,0,0,0,0,false,train
mckenmi01,2013,NL,C,31,27,760,210,16,2,0,false,train
alexasc01,2018,NL,P,73,1,198,1,16,0,2,false,train
pattosp01,2015,AL,P,27,0,72,2,3,0,1,false,train
perazjo01,2019,NL,OF,35,15,460,26,0,1,0,false,train
lynnla01,2022,AL,P,21,21,365,2,5,0,0,false,train
allarko01,2020,AL,P,11,8,101,0,2,0,0,false,train
sanchad01,2017,NL,SS,8,4,105,10,18,1,4,false,train
dunnju01,2022,NL,P,7,7,93,1,3,0,0,false,train
mercejo03,2021,NL,OF,1,0,0,0,0,0,0,false,train
penafr01,2014,AL,C,1,0,3,0,1,0,0,false,train
rosalad01,2017,NL,2B,3,1,36,4,3,0,3,false,train
zastrro01,2017,NL,P,4,0,39,0,4,0,2,false,train
moretda01,2022,NL,P,35,1,115,1,3,0,0,false,train
vierlma01,2023,AL,2B,1,0,3,0,0,0,0,false,test
barlosc01,2018,AL,P,6,0,45,1,2,1,0,false,train
siegrke01,2015,NL,P,81,0,224,1,10,3,1,false,train
bauertr01,2018,AL,P,28,27,526,8,15,0,1,false,train
bethach01,2016,NL,P,2,0,5,0,0,0,0,false,train
torrero01,2017,AL,OF,1,0,3,1,0,0,0,false,train
beltbr01,2015,NL,1B,120,117,3150,1060,71,3,91,false,train
rojasmi02,2014,NL,SS,66,24,851,41,101,4,25,false,train
doteloc01,2013,AL,P,6,0,14,0,1,0,0,false,train
arenano01,2013,NL,3B,130,128,3330,91,309,11,27,true,train
maytr01,2014,AL,P,10,9,137,1,1,0,0,false,train
evansph01,2020,NL,1B,1,1,16,3,0,1,0,false,train
yateski01,2020,NL,P,6,0,13,1,1,1,0,false,train
hamilbi02,2016,NL,OF,115,108,2827,276,9,3,4,false,train
doziebr01,2014,AL,2B,156,155,4083,261,475,15,98,false,train
gonsoto01,2021,NL,P,15,13,167,5,4,0,0,false,train
moranco01,2022,NL,3B,14,9,244,6,15,0,1,false,train
cosarja01,2017,NL,P,7,6,72,0,5,0,1,false,train
zagurmi01,2013,AL,P,1,0,1,0,0,0,0,false,train
quezajo01,2020,NL,P,3,0,9,0,0,0,0,false,train
hwangja01,2017,NL,3B,15,13,315,11,22,0,1,false,train
valaich01,2013,NL,1B,3,1,36,8,2,1,2,false,train
mancitr01,2019,AL,1B,56,52,1348,395,40,0,42,false,train
olsonty01,2015,AL,P,11,0,40,1,1,0,1,false,train
woodal02,2015,NL,P,32,32,569,4,27,2,3,false,train
montgmi01,2016,AL,P,32,2,185,3,3,2,0,false,train
ortka01,2022,AL,P,25,0,85,1,1,0,1,false,train
luxga01,2021,NL,OF,17,16,403,17,1,0,1,false,train
groshjo01,2022,NL,3B,17,17,463,15,37,1,3,false,train
ibanean01,2023,AL,OF,21,16,390,31,1,2,1,false,test
merryju01,2023,NL,P,69,0,216,3,2,0,0,false,test
stanery01,2020,NL,P,9,0,30,1,0,0,0,false,train
torrero01,2020,NL,OF,1,1,18,1,0,0,0,false,train
puellce01,2017,AL,OF,10,8,198,14,1,0,0,false,train
boteda01,2018,NL,SS,2,1,30,2,3,0,1,false,train
rodgebr01,2019,AL,P,3,0,15,0,0,0,0,false,train
rosaram01,2021,AL,OF,18,14,370,26,0,0,0,false,train
delarru01,2015,NL,P,32,32,566,26,17,0,3,false,train
hernaen02,2015,NL,2B,20,15,400,36,47,0,11,false,train
montafr01,2017,AL,P,23,0,96,1,1,0,0,false,train
locasti01,2021,AL,OF,9,8,181,13,0,0,0,false,train
fontano01,2018,AL,SS,2,1,43,3,3,1,2,false,train
valaipa01,2017,NL,OF,5,2,48,4,0,0,0,false,train
denorch01,2014,AL,OF,28,21,553,41,1,1,0,false,train
carreez01,2013,NL,OF,7,2,87,11,0,0,0,false,train
rodrise01,2013,AL,1B,23,17,408,124,3,0,11,false,train
asheral01,2015,NL,P,7,7,87,3,3,0,0,false,train
norribu01,2016,NL,P,35,19,339,6,10,1,1,false,train
garcile02,2015,AL,P,1,0,3,0,0,0,0,false,train
menezco01,2021,NL,P,8,1,42,0,1,1,0,false,train
matonni01,2021,NL,SS,20,16,434,18,38,4,12,false,train
kimbrcr01,2022,NL,P,63,0,180,3,3,0,0,false,train
riverem01,2022,AL,1B,1,0,3,2,1,0,0,false,train
motteta01,2018,AL,OF,6,3,93,7,0,0,0,false,train
bashlty01,2018,NL,P,24,0,96,1,1,1,0,false,train
milleow01,2023,NL,3B,23,18,459,12,40,1,2,false,test
buchada01,2014,NL,P,20,20,353,11,14,3,0,false,train
hernaen02,2021,AL,OF,93,81,2148,169,8,4,4,false,train
ashbyaa01,2021,NL,P,13,4,95,1,3,1,0,false,train
flories01,2022,AL,OF,15,9,273,24,2,0,0,false,train
plassmi01,2022,NL,P,2,0,22,0,1,0,1,false,train
chavimi01,2022,NL,1B,107,82,2265,679,39,3,66,false,train
motteta01,2022,NL,3B,2,2,36,0,3,3,0,false,train
olsonre01,2023,AL,P,21,18,311,8,2,1,2,false,test
dejonpa01,2017,NL,SS,86,85,2242,111,233,9,56,false,train
cahiltr01,2020,NL,P,11,6,75,1,3,0,0,false,train
hernate01,2016,AL,OF,38,27,768,46,1,2,0,false,train
culbech01,2014,NL,1B,4,3,85,31,3,0,0,false,train
mckinza01,2020,NL,2B,1,0,3,0,0,0,0,false,train
simonal01,2016,NL,P,15,11,176,4,5,0,0,false,train
baxtemi01,2013,NL,OF,46,28,806,84,1,1,0,false,train
garciav01,2018,AL,OF,87,85,2181,189,2,2,0,false,train
parrage01,2017,NL,OF,103,94,2496,155,9,2,1,false,train
parsowe01,2023,AL,P,1,1,12,0,0,0,0,false,test
torreal01,2013,AL,P,39,0,174,2,9,1,0,false,train
morgael01,2021,AL,P,18,18,268,1,11,0,2,false,train
martiad01,2022,AL,P,12,12,173,1,2,0,1,false,train
clarkta01,2019,NL,P,23,15,254,4,6,2,0,false,train
moronre01,2023,AL,P,2,0,4,0,0,0,0,false,test
woodssi01,2023,AL,P,1,0,14,0,1,0,0,false,test
torrero01,2018,AL,3B,11,5,174,2,13,2,0,false,train
happja01,2017,AL,P,25,25,436,4,16,2,0,false,train
graytr01,2023,AL,1B,1,0,9,2,0,0,0,false,test
riosya01,2021,AL,P,23,0,82,0,6,0,0,false,train
wilsoju10,2014,NL,P,70,0,180,1,3,1,0,false,train
mondera02,2016,AL,SS,7,0,57,3,5,1,1,false,train
cobbal01,2014,AL,P,27,27,499,7,22,4,3,false,train
thorntr01,2020,AL,P,3,3,17,0,0,0,0,false,train
jankotr01,2020,NL,OF,13,3,148,11,0,0,0,false,train
phamth01,2022,NL,OF,83,82,2148,150,7,4,1,false,train
marteno01,2023,NL,3B,29,26,702,18,45,5,9,false,test
watkisp01,2021,AL,P,16,10,164,4,3,0,0,false,train
solarya01,2017,NL,SS,28,24,597,32,55,4,18,false,train
sanomi01,2019,AL,3B,91,86,2379,52,161,17,14,false,train
smithbu03,2021,AL,P,31,0,130,1,3,1,0,false,train
rothmi01,2014,AL,P,7,0,37,1,5,1,2,false,train
braulst01,2022,NL,P,9,0,27,0,0,0,0,false,train
schlibr01,2014,NL,P,61,0,169,4,15,0,1,false,train
hillaa01,2016,AL,3B,44,30,826,19,53,3,7,false,train
kittran01,2018,AL,P,33,3,115,0,2,0,0,false,train
changyu01,2021,AL,1B,49,41,1021,296,22,3,28,false,train
maldoma01,2021,AL,1B,1,1,27,9,0,0,2,false,train
feltnry01,2021,NL,P,2,2,19,1,0,0,0,false,train
weaveje02,2014,AL,P,34,34,640,12,25,2,0,false,train
hallda02,2022,NL,P,1,0,1,0,0,0,0,false,train
brothre01,2015,NL,P,17,0,31,0,2,0,1,false,train
bradlar01,2019,NL,P,66,1,215,3,1,0,1,false,train
farmeky01,2019,NL,P,1,0,4,0,0,0,0,false,train
cuthbch01,2017,AL,3B,44,29,843,21,65,5,6,false,train
ruffich01,2013,AL,P,9,0,29,0,0,0,0,false,train
hollima01,2017,AL,1B,8,7,162,47,6,2,4,false,train
larocan01,2013,AL,3B,1,1,27,1,3,0,1,false,train
renfrhu01,2018,NL,OF,103,95,2565,192,6,8,1,false,train
adamsma01,2013,NL,1B,74,63,1793,598,50,2,70,false,train
rodrial01,2015,AL,3B,4,2,53,0,2,0,0,false,train
velazgi01,2013,NL,3B,1,0,9,0,0,0,0,false,train
buterdr01,2017,AL,C,74,43,1296,397,18,2,2,false,train
rojasmi02,2019,NL,2B,3,0,18,3,2,0,1,false,train
caratvi01,2020,NL,1B,3,0,21,6,1,0,1,false,train
felizmi01,2021,NL,P,16,0,43,0,0,0,0,false,train
duartda01,2023,NL,P,31,0,95,3,3,0,0,false,test
davisjd01,2022,NL,3B,30,18,517,10,36,2,3,false,train
telisto01,2015,AL,C,4,2,58,14,1,1,0,false,train
perazjo01,2021,NL,2B,36,32,771,47,59,0,12,false,train
milleia01,2019,AL,OF,12,3,142,22,1,0,0,false,train
duvalad01,2016,NL,OF,142,141,3651,275,8,8,0,false,train
negrokr01,2018,AL,2B,2,1,33,3,3,0,0,false,train
mccanja02,2021,NL,C,107,97,2479,877,33,6,2,false,train
herreke01,2018,NL,P,21,0,56,1,1,0,0,false,train
kendrho01,2019,NL,3B,15,10,298,5,15,0,2,false,train
carpema01,2014,NL,OF,2,0,5,1,0,0,0,false,train
goodrni01,2018,AL,3B,10,9,225,9,14,2,2,false,train
howarry01,2013,NL,1B,76,74,1950,618,42,1,55,false,train
zimmebr01,2021,AL,OF,97,84,2280,187,1,1,0,false,train
peterja01,2021,NL,SS,1,0,1,0,0,0,0,false,train
pareded02,2017,NL,P,10,0,25,0,0,0,0,false,train
smylydr01,2020,NL,P,7,5,79,2,1,0,0,false,train
guerrde01,2016,AL,P,44,0,160,3,2,0,0,false,train
pindech01,2017,AL,OF,41,34,893,77,1,1,0,false,train
beltrca01,2014,AL,1B,1,0,15,3,0,0,0,false,train
greenni02,2015,NL,P,1,0,0,0,0,0,0,false,train
stratch01,2022,NL,P,60,1,190,2,4,1,3,false,train
voitlu01,2022,NL,1B,37,37,918,261,17,5,25,false,train
lambeji01,2022,AL,P,42,2,141,1,4,0,0,false,train
sanchje02,2020,NL,OF,10,8,198,17,0,1,0,false,train
casalcu01,2018,NL,1B,6,3,93,28,4,0,2,false,train
feathta01,2015,AL,2B,33,25,660,48,55,2,12,false,train
stephja01,2022,NL,P,39,1,161,3,8,0,0,false,train
descada01,2019,NL,1B,1,0,3,0,0,0,0,false,train
wellsal01,2021,AL,P,11,8,128,1,5,2,0,false,train
fordmi01,2021,AL,1B,21,18,470,130,9,0,19,false,train
greengr01,2014,AL,2B,10,4,152,7,23,0,6,false,train
ponceda01,2020,NL,P,9,8,98,4,1,0,0,false,train
